date,value,logId
12/11/2020 10:45:00 PM,3,30036602841
12/11/2020 10:46:00 PM,2,30036602841
12/11/2020 10:47:00 PM,2,30036602841
12/11/2020 10:48:00 PM,2,30036602841
12/11/2020 10:49:00 PM,2,30036602841
12/11/2020 10:50:00 PM,2,30036602841
12/11/2020 10:51:00 PM,2,30036602841
12/11/2020 10:52:00 PM,1,30036602841
12/11/2020 10:53:00 PM,1,30036602841
12/11/2020 10:54:00 PM,1,30036602841
12/11/2020 10:55:00 PM,1,30036602841
12/11/2020 10:56:00 PM,1,30036602841
12/11/2020 10:57:00 PM,1,30036602841
12/11/2020 10:58:00 PM,1,30036602841
12/11/2020 10:59:00 PM,1,30036602841
12/11/2020 11:00:00 PM,1,30036602841
12/11/2020 11:01:00 PM,1,30036602841
12/11/2020 11:02:00 PM,1,30036602841
12/11/2020 11:03:00 PM,1,30036602841
12/11/2020 11:04:00 PM,1,30036602841
12/11/2020 11:05:00 PM,1,30036602841
12/11/2020 11:06:00 PM,1,30036602841
12/11/2020 11:07:00 PM,1,30036602841
12/11/2020 11:08:00 PM,1,30036602841
12/11/2020 11:09:00 PM,1,30036602841
12/11/2020 11:10:00 PM,1,30036602841
12/11/2020 11:11:00 PM,1,30036602841
12/11/2020 11:12:00 PM,1,30036602841
12/11/2020 11:13:00 PM,1,30036602841
12/11/2020 11:14:00 PM,1,30036602841
12/11/2020 11:15:00 PM,1,30036602841
12/11/2020 11:16:00 PM,1,30036602841
12/11/2020 11:17:00 PM,1,30036602841
12/11/2020 11:18:00 PM,1,30036602841
12/11/2020 11:19:00 PM,1,30036602841
12/11/2020 11:20:00 PM,1,30036602841
12/11/2020 11:21:00 PM,1,30036602841
12/11/2020 11:22:00 PM,1,30036602841
12/11/2020 11:23:00 PM,1,30036602841
12/11/2020 11:24:00 PM,1,30036602841
12/11/2020 11:25:00 PM,1,30036602841
12/11/2020 11:26:00 PM,1,30036602841
12/11/2020 11:27:00 PM,1,30036602841
12/11/2020 11:28:00 PM,1,30036602841
12/11/2020 11:29:00 PM,1,30036602841
12/11/2020 11:30:00 PM,1,30036602841
12/11/2020 11:31:00 PM,1,30036602841
12/11/2020 11:32:00 PM,1,30036602841
12/11/2020 11:33:00 PM,1,30036602841
12/11/2020 11:34:00 PM,1,30036602841
12/11/2020 11:35:00 PM,1,30036602841
12/11/2020 11:36:00 PM,1,30036602841
12/11/2020 11:37:00 PM,1,30036602841
12/11/2020 11:38:00 PM,1,30036602841
12/11/2020 11:39:00 PM,1,30036602841
12/11/2020 11:40:00 PM,1,30036602841
12/11/2020 11:41:00 PM,1,30036602841
12/11/2020 11:42:00 PM,1,30036602841
12/11/2020 11:43:00 PM,1,30036602841
12/11/2020 11:44:00 PM,1,30036602841
12/11/2020 11:45:00 PM,1,30036602841
12/11/2020 11:46:00 PM,1,30036602841
12/11/2020 11:47:00 PM,1,30036602841
12/11/2020 11:48:00 PM,1,30036602841
12/11/2020 11:49:00 PM,1,30036602841
12/11/2020 11:50:00 PM,1,30036602841
12/11/2020 11:51:00 PM,1,30036602841
12/11/2020 11:52:00 PM,2,30036602841
12/11/2020 11:53:00 PM,1,30036602841
12/11/2020 11:54:00 PM,1,30036602841
12/11/2020 11:55:00 PM,1,30036602841
12/11/2020 11:56:00 PM,2,30036602841
12/11/2020 11:57:00 PM,1,30036602841
12/11/2020 11:58:00 PM,1,30036602841
12/11/2020 11:59:00 PM,1,30036602841
12/12/2020 12:00:00 AM,1,30036602841
12/12/2020 12:01:00 AM,1,30036602841
12/12/2020 12:02:00 AM,1,30036602841
12/12/2020 12:03:00 AM,1,30036602841
12/12/2020 12:04:00 AM,1,30036602841
12/12/2020 12:05:00 AM,1,30036602841
12/12/2020 12:06:00 AM,1,30036602841
12/12/2020 12:07:00 AM,1,30036602841
12/12/2020 12:08:00 AM,1,30036602841
12/12/2020 12:09:00 AM,1,30036602841
12/12/2020 12:10:00 AM,1,30036602841
12/12/2020 12:11:00 AM,1,30036602841
12/12/2020 12:12:00 AM,1,30036602841
12/12/2020 12:13:00 AM,1,30036602841
12/12/2020 12:14:00 AM,1,30036602841
12/12/2020 12:15:00 AM,1,30036602841
12/12/2020 12:16:00 AM,1,30036602841
12/12/2020 12:17:00 AM,1,30036602841
12/12/2020 12:18:00 AM,1,30036602841
12/12/2020 12:19:00 AM,1,30036602841
12/12/2020 12:20:00 AM,1,30036602841
12/12/2020 12:21:00 AM,1,30036602841
12/12/2020 12:22:00 AM,1,30036602841
12/12/2020 12:23:00 AM,1,30036602841
12/12/2020 12:24:00 AM,1,30036602841
12/12/2020 12:25:00 AM,1,30036602841
12/12/2020 12:26:00 AM,1,30036602841
12/12/2020 12:27:00 AM,1,30036602841
12/12/2020 12:28:00 AM,1,30036602841
12/12/2020 12:29:00 AM,1,30036602841
12/12/2020 12:30:00 AM,1,30036602841
12/12/2020 12:31:00 AM,1,30036602841
12/12/2020 12:32:00 AM,1,30036602841
12/12/2020 12:33:00 AM,1,30036602841
12/12/2020 12:34:00 AM,1,30036602841
12/12/2020 12:35:00 AM,1,30036602841
12/12/2020 12:36:00 AM,1,30036602841
12/12/2020 12:37:00 AM,1,30036602841
12/12/2020 12:38:00 AM,1,30036602841
12/12/2020 12:39:00 AM,1,30036602841
12/12/2020 12:40:00 AM,1,30036602841
12/12/2020 12:41:00 AM,1,30036602841
12/12/2020 12:42:00 AM,1,30036602841
12/12/2020 12:43:00 AM,1,30036602841
12/12/2020 12:44:00 AM,1,30036602841
12/12/2020 12:45:00 AM,1,30036602841
12/12/2020 12:46:00 AM,1,30036602841
12/12/2020 12:47:00 AM,1,30036602841
12/12/2020 12:48:00 AM,1,30036602841
12/12/2020 12:49:00 AM,1,30036602841
12/12/2020 12:50:00 AM,1,30036602841
12/12/2020 12:51:00 AM,1,30036602841
12/12/2020 12:52:00 AM,1,30036602841
12/12/2020 12:53:00 AM,1,30036602841
12/12/2020 12:54:00 AM,1,30036602841
12/12/2020 12:55:00 AM,1,30036602841
12/12/2020 12:56:00 AM,1,30036602841
12/12/2020 12:57:00 AM,1,30036602841
12/12/2020 12:58:00 AM,1,30036602841
12/12/2020 12:59:00 AM,1,30036602841
12/12/2020 1:00:00 AM,1,30036602841
12/12/2020 1:01:00 AM,1,30036602841
12/12/2020 1:02:00 AM,1,30036602841
12/12/2020 1:03:00 AM,1,30036602841
12/12/2020 1:04:00 AM,1,30036602841
12/12/2020 1:05:00 AM,1,30036602841
12/12/2020 1:06:00 AM,1,30036602841
12/12/2020 1:07:00 AM,1,30036602841
12/12/2020 1:08:00 AM,1,30036602841
12/12/2020 1:09:00 AM,1,30036602841
12/12/2020 1:10:00 AM,1,30036602841
12/12/2020 1:11:00 AM,1,30036602841
12/12/2020 1:12:00 AM,1,30036602841
12/12/2020 1:13:00 AM,1,30036602841
12/12/2020 1:14:00 AM,1,30036602841
12/12/2020 1:15:00 AM,1,30036602841
12/12/2020 1:16:00 AM,1,30036602841
12/12/2020 1:17:00 AM,1,30036602841
12/12/2020 1:18:00 AM,1,30036602841
12/12/2020 1:19:00 AM,1,30036602841
12/12/2020 1:20:00 AM,1,30036602841
12/12/2020 1:21:00 AM,1,30036602841
12/12/2020 1:22:00 AM,1,30036602841
12/12/2020 1:23:00 AM,1,30036602841
12/12/2020 1:24:00 AM,1,30036602841
12/12/2020 1:25:00 AM,1,30036602841
12/12/2020 1:26:00 AM,1,30036602841
12/12/2020 1:27:00 AM,1,30036602841
12/12/2020 1:28:00 AM,1,30036602841
12/12/2020 1:29:00 AM,2,30036602841
12/12/2020 1:30:00 AM,1,30036602841
12/12/2020 1:31:00 AM,1,30036602841
12/12/2020 1:32:00 AM,1,30036602841
12/12/2020 1:33:00 AM,1,30036602841
12/12/2020 1:34:00 AM,1,30036602841
12/12/2020 1:35:00 AM,1,30036602841
12/12/2020 1:36:00 AM,1,30036602841
12/12/2020 1:37:00 AM,1,30036602841
12/12/2020 1:38:00 AM,1,30036602841
12/12/2020 1:39:00 AM,1,30036602841
12/12/2020 1:40:00 AM,1,30036602841
12/12/2020 1:41:00 AM,1,30036602841
12/12/2020 1:42:00 AM,1,30036602841
12/12/2020 1:43:00 AM,1,30036602841
12/12/2020 1:44:00 AM,1,30036602841
12/12/2020 1:45:00 AM,1,30036602841
12/12/2020 1:46:00 AM,1,30036602841
12/12/2020 1:47:00 AM,1,30036602841
12/12/2020 1:48:00 AM,1,30036602841
12/12/2020 1:49:00 AM,1,30036602841
12/12/2020 1:50:00 AM,1,30036602841
12/12/2020 1:51:00 AM,1,30036602841
12/12/2020 1:52:00 AM,1,30036602841
12/12/2020 1:53:00 AM,1,30036602841
12/12/2020 1:54:00 AM,1,30036602841
12/12/2020 1:55:00 AM,1,30036602841
12/12/2020 1:56:00 AM,1,30036602841
12/12/2020 1:57:00 AM,1,30036602841
12/12/2020 1:58:00 AM,1,30036602841
12/12/2020 1:59:00 AM,1,30036602841
12/12/2020 2:00:00 AM,1,30036602841
12/12/2020 2:01:00 AM,1,30036602841
12/12/2020 2:02:00 AM,1,30036602841
12/12/2020 2:03:00 AM,1,30036602841
12/12/2020 2:04:00 AM,1,30036602841
12/12/2020 2:05:00 AM,1,30036602841
12/12/2020 2:06:00 AM,1,30036602841
12/12/2020 2:07:00 AM,1,30036602841
12/12/2020 2:08:00 AM,1,30036602841
12/12/2020 2:09:00 AM,1,30036602841
12/12/2020 2:10:00 AM,1,30036602841
12/12/2020 2:11:00 AM,1,30036602841
12/12/2020 2:12:00 AM,1,30036602841
12/12/2020 2:13:00 AM,1,30036602841
12/12/2020 2:14:00 AM,1,30036602841
12/12/2020 2:15:00 AM,1,30036602841
12/12/2020 2:16:00 AM,1,30036602841
12/12/2020 2:17:00 AM,1,30036602841
12/12/2020 2:18:00 AM,1,30036602841
12/12/2020 2:19:00 AM,1,30036602841
12/12/2020 2:20:00 AM,1,30036602841
12/12/2020 2:21:00 AM,1,30036602841
12/12/2020 2:22:00 AM,1,30036602841
12/12/2020 2:23:00 AM,1,30036602841
12/12/2020 2:24:00 AM,1,30036602841
12/12/2020 2:25:00 AM,1,30036602841
12/12/2020 2:26:00 AM,1,30036602841
12/12/2020 2:27:00 AM,1,30036602841
12/12/2020 2:28:00 AM,1,30036602841
12/12/2020 2:29:00 AM,1,30036602841
12/12/2020 2:30:00 AM,1,30036602841
